Logistic Regression,Dönen Varlıklar,Duran Varlıklar,Toplam Varlıklar,Kısa Vadeli Yükümlülükler,Uzun Vadeli Yükümlülükler,Toplam Yükümlülükler,Toplam Özkaynaklar,Ana Ortaklığa Ait Özkaynaklar,Kontrol Gücü Olmayan Kaynaklar,Toplam Kaynaklar,Cari Oran,Dönen Varlıklar / Aktif (%),Asit Test Oranı,Nakit Oranı,Aktif Karlılık (%),Faaliyet Kar Marjı,Esas Faaliyet Kar Marjı,Brüt Kar Marjı (%),FAVÖK Marjı (%),Net Kar Marjı,Özsermaye Karlılığı (%),VAFÖK Marjı,ROCE Oranı,Finansman Gider / Net Satış,Borç Kaynak Oranı,Duran Varlıklar / Aktif ,Duran Varlıklar / Maddi Özkaynak,Esas Faaliyet Karı / Kısa Vadeli Borç,FAVÖK / Kısa Vade Borç,Net Borç / FAVÖK,Kısa Vade Borç / Aktif,Kısa Vade Borç / Dönen Varlık,Kısa Vade Borç / Özsermaye,Kısa Vade Borç / Toplam Borç,Net Satışlar / Kısa Vade Borç,Özsermaye / Aktif,Özsermaye / Maddi Duran Varlıklar,Toplam Borç / Özsermaye,Aktif Devir Hızı,Alacak Devir Hızı,Dönen Varlıklar Devir Hızı,Ticari Borçlar Devir Hızı,Finansal Kaldıraç,Stok Devir Hızı,Springate Skoru,Zmijewski Skoru,L Model Skoru,FBE_Sınıfı
Dusuk Orta Yuksek,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
Orta,7.16007e+08,7.44202e+08,1.46021e+09,4.64339e+08,1.8367e+08,6.48009e+08,8.122e+08,8.02227e+08,9.973e+06,1.46021e+09,1.54199,49.0346,0.947607,0.246522,2.91308,11.6762,11.3186,16.5656,11.6762,11.0634,5.23726,11.6762,3.07442,-0.0963164,79.7844,50.9654,0.92229,0.0937203,0.0966815,14.4345,0.317995,0.648512,0.571705,0.716563,0.828022,0.556222,1.15906,0.797844,0.263307,1.18181,1.86226,1.02082,44.3778,1.69764,0.47184,-1.90772,-0.304503,
Yuksek,2.96329e+09,2.02382e+09,4.98711e+09,4.33841e+08,5.5328e+07,4.89169e+08,4.49795e+09,3.07716e+09,1.42078e+09,4.98711e+09,6.83037,59.419,6.39691,0.320996,3.80755,264.547,-2.04627,11.8012,264.547,107.938,4.22163,264.547,9.33195,-0.280259,10.8754,40.581,0.450046,-0.00829758,1.07273,1.05108,0.0869924,0.146405,0.0964531,0.886894,0.405498,0.901913,3.07418,0.108754,0.0352752,1.61867,16.8444,1.79498,9.80866,1.54187,1.45489,-3.93957,-0.468077,
Yuksek,1.33013e+09,4.75527e+09,6.08541e+09,3.79631e+08,2.45888e+08,6.25519e+08,5.45989e+09,5.4598e+09,82000,6.08541e+09,3.50375,21.8578,3.16997,2.29808,5.37052,30.2614,9.32275,31.0938,30.2614,40.7632,5.9858,30.2614,3.98692,-0.0252922,11.4566,78.1422,0.87286,0.196889,0.639094,2.57818,0.0623838,0.285408,0.0695309,0.606906,2.11191,0.89721,1197.08,0.114566,0.131749,3.04909,1.65904,2.6328,10.279,4.56895,1.09798,-3.96979,-0.509066,
Yuksek,1.16797e+08,1.42137e+08,2.58934e+08,3.10788e+06,720027,3.82791e+06,2.55106e+08,2.55106e+08,0,2.58934e+08,37.5809,45.1067,37.3578,3.73296,0.298396,6.22728,6.57878,85.0864,6.22728,6.22728,0.302873,6.22728,0.298396,0,1.50051,54.8933,0.557235,0.262642,0.24861,4.95426,0.0120026,0.0266093,0.0121827,0.811901,3.99227,0.985217,1080.34,0.0150051,0.0479175,0,9.41342,491.735,1.47833,0,0.644647,-4.37949,-3.33678,
Orta,5.3119e+07,6.72908e+07,1.2041e+08,4.48942e+07,2.64605e+07,7.13547e+07,4.90551e+07,4.90551e+07,0,1.2041e+08,1.1832,44.1152,0.488673,0.0491594,0.186291,1.74127,-1.69034,29.5552,1.74127,0.605963,0.457267,1.74127,0.53532,-0.0217242,145.458,55.8848,1.38937,-0.0139377,0.0143577,110.7,0.372845,0.845163,0.915179,0.62917,0.824553,0.407401,1.40104,1.45458,0.307431,2.90373,1.43496,0.995807,59.2599,1,0.186913,-0.935304,-0.41439,
Yuksek,5.31858e+08,4.56291e+07,5.77487e+08,1.75461e+08,2.1956e+07,1.97417e+08,3.8007e+08,3.8007e+08,0,5.77487e+08,3.0312,92.0987,1.80234,0.500648,8.45058,16.7574,7.42626,27.2526,16.7574,10.3711,12.84,16.7574,13.6543,-0.0376642,51.9423,7.90131,0.120837,0.199156,0.449398,2.50364,0.303835,0.329902,0.461654,0.888784,2.68179,0.658145,13.4626,0.519423,0.814822,2.08258,1.13029,5.1833,34.1855,1.94153,1.51651,-2.74383,-0.248002,
Orta,1.24603e+08,5.01437e+07,1.74746e+08,9.81764e+07,2.19254e+07,1.20102e+08,5.46445e+07,5.46445e+07,0,1.74746e+08,1.26917,71.3048,0.878558,0.214111,7.65543,13.3618,11.896,18.8905,13.3618,8.29175,24.4811,13.3618,12.3364,-0.0508588,219.788,28.6952,0.92059,0.195491,0.219578,5.57126,0.561822,0.787916,1.79664,0.817443,1.64333,0.312708,1.22501,2.19788,0.923259,2.48583,0.772317,3.78589,68.7292,3.87165,0.8538,-0.732004,-0.433549,
Dusuk,1.86652e+08,1.1017e+08,2.96822e+08,1.59253e+08,5.14662e+07,2.10719e+08,8.61025e+07,8.61025e+07,0,2.96822e+08,1.17205,62.8835,0.398667,0.0380856,1.35248,8.37775,6.21626,42.2969,8.37775,2.71803,4.66241,8.37775,4.16873,-0.0560484,244.731,37.1165,1.31441,0.0576519,0.0776984,17.0296,0.536528,0.853209,1.84958,0.755759,0.927437,0.290081,0.91222,2.44731,0.497596,2.67959,1.26375,0.998485,70.9919,0.794906,0.367859,-0.319014,-0.472707,
Orta,3.60476e+08,3.73706e+08,7.34181e+08,2.79911e+08,6.51347e+07,3.45046e+08,3.89135e+08,3.89056e+08,79592,7.34181e+08,1.28782,49.099,0.778282,0.0571394,1.42354,15.927,15.5871,39.7299,15.927,9.1509,2.68579,15.927,2.47764,-0.0514316,88.6699,50.901,1.25008,0.0635995,0.0649863,18.9686,0.381256,0.776505,0.719316,0.811229,0.408026,0.530026,1.50187,0.886699,0.155563,0.568195,3.15622,2.9372,46.9974,0.577063,0.255793,-1.69036,-0.403389,
Dusuk,3.91343e+08,3.15814e+08,7.07157e+08,3.75554e+08,8.46133e+07,4.60167e+08,2.4699e+08,2.4699e+08,0,7.07157e+08,1.04204,55.3404,0.528254,0.0291904,4.36424,16.2579,16.0661,25.5392,16.2579,12.8781,12.4953,16.2579,5.50962,-0.030107,186.31,44.6596,1.28443,0.102521,0.103745,11.8108,0.531076,0.959653,1.52052,0.816125,0.638118,0.349272,0.858492,1.8631,0.338889,1.50641,1.63299,2.39251,65.0728,1.05879,0.40231,-0.791407,-0.42283,
Dusuk,2.16838e+08,2.183e+08,4.35138e+08,2.34969e+08,5.69199e+07,2.91889e+08,1.43249e+08,1.43249e+08,0,4.35138e+08,0.922838,49.8321,0.644484,0.13838,5.59353,20.8011,15.1045,20.4488,20.8011,14.9654,16.9911,20.8011,7.77472,-0.150898,203.763,50.1679,1.54036,0.10455,0.14398,8.62791,0.539987,1.08361,1.64028,0.804995,0.692174,0.329204,0.716345,2.03763,0.373765,1.40447,1.33324,1.03378,67.0796,3.70958,0.272,-0.731862,-0.421741,
Yuksek,6.56181e+08,4.41495e+08,1.09768e+09,1.10985e+08,1.43436e+07,1.25329e+08,9.72347e+08,9.72347e+08,0,1.09768e+09,5.91234,59.7791,4.56977,2.92939,16.3434,30.051,13.8258,20.6725,30.051,22.8876,18.45,30.051,21.4586,-0.0681988,12.8893,40.2209,0.454138,0.97643,2.12232,0.532079,0.101109,0.169138,0.114141,0.885552,7.06238,0.885824,2.69257,0.128893,0.714072,4.55557,0.837159,24.7274,11.4176,5.84923,2.38933,-4.4083,-0.505393,
Yuksek,7.03535e+07,1.74299e+08,2.44652e+08,1.08817e+07,2.63424e+07,3.72242e+07,2.07428e+08,2.07428e+08,0,2.44652e+08,6.46529,28.7566,5.30355,0.557667,2.50823,2.29573,-7.0893,17.0877,2.29573,8.67413,2.95835,2.29573,0.663839,-0.0458308,17.9456,71.2434,1.15199,-0.460888,0.14925,22.9199,0.0444784,0.154672,0.0524603,0.29233,6.50118,0.847849,5.99486,0.179456,0.289162,1.36999,0.994479,16.5492,15.2151,9.12951,0.92158,-3.57147,-0.360647,
Orta,2.075e+09,1.66077e+09,3.73577e+09,1.32082e+09,8.47938e+08,2.16876e+09,1.56701e+09,1.56701e+09,0,3.73577e+09,1.571,55.5442,1.00515,0.22436,3.21774,0.520397,-1.87753,5.36311,0.520397,3.14554,7.67111,0.520397,0.532342,-0.0188985,138.401,44.4558,1.08859,-0.0543226,0.0150566,109.054,0.35356,0.636538,0.842889,0.609021,2.89329,0.419462,0.977305,1.38401,1.02295,3.70568,0.542979,4.12724,58.0538,5.73076,0.681384,-1.14202,-0.363018,
Dusuk,1.06431e+08,7.10962e+07,1.77527e+08,1.06876e+08,1.80275e+07,1.24904e+08,5.26232e+07,5.26232e+07,0,1.77527e+08,0.995831,59.9519,0.470035,0.0374985,0.450647,3.98771,5.44744,31.658,3.98771,1.13445,1.52028,3.98771,1.58406,-0.136346,237.355,40.0481,1.37482,0.0359439,0.0263121,44.4159,0.602029,1.00419,2.03098,0.855669,0.659831,0.296423,0.768552,2.37355,0.397237,1.52549,1.50922,1.19225,70.3577,1.10541,0.177503,-0.313876,-0.469813,
Dusuk,2.81601e+08,4.1465e+07,3.23066e+08,2.29395e+08,6.07396e+06,2.35469e+08,8.75969e+07,8.75969e+07,0,3.23066e+08,1.22758,87.1652,0.39202,0.130373,11.1091,7.32307,7.22719,9.55549,7.32307,2.67718,40.9715,7.32307,30.3875,-0.046759,268.81,12.8348,0.474538,0.422355,0.427958,2.39855,0.710057,0.814611,2.61876,0.974205,5.84397,0.271142,2.37507,2.6881,4.14955,23.0983,0.210059,253.775,72.8858,9.34208,2.40223,-0.650332,-0.414857,
Dusuk,4.78783e+08,1.39494e+08,6.18277e+08,4.63215e+08,1.87012e+07,4.81916e+08,1.36361e+08,1.36361e+08,0,6.18277e+08,1.03361,77.4383,0.457716,0.102671,0.647294,0.829573,1.77955,9.52156,0.829573,0.337702,2.93491,0.829573,1.59009,-0.00396677,353.412,22.5617,1.2781,0.045528,0.0212238,49.0191,0.749203,0.967483,3.39697,0.961194,2.5584,0.22055,1.28723,3.53412,1.91676,7.21232,0.404006,2.41985,77.945,4.19964,0.824997,0.109602,-0.461359,
Yuksek,1.34192e+07,3.87318e+06,1.72924e+07,5.37455e+06,960134,6.33468e+06,1.09577e+07,1.09289e+07,28870,1.72924e+07,2.49681,77.6019,1.30876,0.0370165,7.5646,22.4692,-10.6834,2.10689,22.4692,12.4504,11.9377,22.4692,13.6518,-0.0342844,57.8101,22.3981,0.353465,-0.208847,0.439243,2.68336,0.310804,0.400511,0.490479,0.848432,1.95487,0.633673,3.09793,0.578101,0.607579,2.56477,1.27723,10.3914,36.6327,5.46362,1.36292,-2.56233,-0.654642,
Yuksek,2.44568e+08,2.07963e+08,4.52531e+08,5.89301e+07,1.9819e+07,7.87491e+07,3.73782e+08,3.73782e+08,0,4.52531e+08,4.15014,54.0445,2.55284,0.0256685,6.12448,22.7701,13.1949,21.2655,22.7701,17.3872,7.4148,22.7701,8.02059,-0.0193352,21.0682,45.9555,0.574134,0.356909,0.61591,2.16966,0.130223,0.240956,0.157659,0.748327,2.7049,0.825981,84.2377,0.210682,0.352242,1.0823,1.5343,2.8228,17.4019,1.60228,1.19177,-3.60029,-0.382132,
Dusuk,7.90134e+08,5.36992e+08,1.32713e+09,7.17484e+08,2.89007e+08,1.00649e+09,3.20635e+08,3.20621e+08,14129,1.32713e+09,1.10126,59.5372,0.258251,0.147169,1.17194,7.83574,5.3902,51.1479,7.83574,2.64616,4.85072,7.83574,3.47032,-0.0913278,313.906,40.4628,1.7128,0.0441564,0.0641903,21.8539,0.54063,0.908053,2.2377,0.712857,0.819199,0.241601,0.940418,3.13906,0.442883,7.4099,1.34431,1.04655,75.8399,0.5103,0.299319,-0.0342679,-0.499046,
Orta,1.12498e+08,5.03837e+08,6.16335e+08,8.90913e+07,2.17106e+08,3.06198e+08,3.10137e+08,3.10137e+08,0,6.16335e+08,1.26272,18.2527,1.24101,0.0017035,0.878585,51.1558,49.5677,88.2712,51.1558,79.3856,1.74601,51.1558,0.566157,-1.37978,98.7298,81.7473,1.62462,0.037951,0.0391668,87.7502,0.14455,0.79194,0.287264,0.29096,0.0765638,0.503196,1469.71,0.987298,0.0110673,0.261249,16.4924,0.336098,49.6804,0.96905,0.11063,-1.5128,-0.408859,
Dusuk,2.47301e+09,1.39912e+09,3.87213e+09,2.50775e+09,4.97026e+08,3.00478e+09,8.67349e+08,7.33716e+08,1.33633e+08,3.87213e+09,0.986147,63.867,0.613633,0.136835,-10.5385,5.14717,4.37098,19.1764,5.14717,-8.69342,-47.0473,5.14717,6.23959,-0.351795,346.433,36.133,1.86242,0.0818147,0.0963432,12.4367,0.647642,1.01405,2.89128,0.834588,1.87177,0.223998,0.881392,3.46433,1.21224,4.08856,0.526852,1.90304,77.6002,4.82433,0.0473633,0.593499,-0.506746,
Yuksek,3.45583e+08,2.11514e+08,5.57098e+08,4.57102e+07,1.4857e+07,6.05672e+07,4.9653e+08,4.9653e+08,0,5.57098e+08,7.56031,62.0328,7.52027,4.53895,11.2221,14.6491,5.6088,15.0901,14.6491,38.3758,12.5909,14.6491,4.28376,-0.507721,12.1981,37.9672,0.426047,0.199895,0.522087,2.53794,0.0820507,0.13227,0.0920593,0.754703,3.56396,0.891281,4.97464,0.121981,0.292425,2.33178,2.12132,5.87492,10.8719,1964.08,1.47152,-4.21553,-0.460474,
Dusuk,2.89299e+07,2.62501e+08,2.91431e+08,8.59731e+07,1.80478e+08,2.66451e+08,2.49801e+07,2.49799e+07,182,2.91431e+08,0.3365,9.92686,0.0990612,0.0533974,-10.145,43.1914,44.5375,62.5059,43.1914,-96.767,-118.357,43.1914,4.52817,-1.51327,1066.65,90.0731,10.5339,0.158279,0.153496,20.191,0.295003,2.97177,3.44167,0.32266,0.355385,0.0857152,7.87161,10.6665,0.10484,7.81355,0.946862,4.67611,91.4285,1.79364,-0.755266,1.3666,-0.619108,
Yuksek,5.2453e+08,3.69702e+08,8.94232e+08,1.95806e+08,3.85864e+07,2.34392e+08,6.5984e+08,6.5984e+08,0,8.94232e+08,2.67882,58.657,1.86125,0.589913,2.70251,21.9728,18.9346,29.7313,21.9728,8.36851,3.66252,21.9728,7.09587,-0.0489896,35.5226,41.343,0.561806,0.279255,0.324063,3.69392,0.218966,0.373298,0.296748,0.835377,1.47484,0.737884,2.20822,0.355226,0.322938,1.16576,1.81635,2.33372,26.2116,1.54405,0.884862,-2.93827,-0.273854,
Yuksek,2.5782e+07,2.41812e+07,4.99632e+07,1.46339e+07,372851,1.50068e+07,3.49564e+07,3.49564e+07,0,4.99632e+07,1.7618,51.6019,1.61409,1.34525,4.15861,3.85683,1.02624,7.62489,3.85683,32.4603,5.9439,3.85683,0.494112,-0.0925124,42.9299,48.3981,0.691871,0.00448882,0.01687,60.7871,0.292894,0.567603,0.418633,0.975154,0.437406,0.699644,1.45006,0.429299,0.128114,1.65668,4.02783,2.16426,30.0356,3.4315,0.555603,-2.78215,-0.242186,
Dusuk,7.43176e+08,1.70802e+09,2.4512e+09,8.81698e+08,3.98171e+08,1.27987e+09,1.17133e+09,1.12535e+09,4.59784e+07,2.4512e+09,0.842892,30.3189,0.679668,0.0278294,3.00649,6.82811,6.57629,9.01841,6.82811,7.51537,6.29157,6.82811,2.73155,-0.0410444,109.267,69.6811,1.45861,0.0731387,0.0759394,19.1152,0.359701,1.18639,0.752735,0.688897,1.11216,0.477859,50.3475,1.09267,0.400045,1.71544,0.757889,5.7908,52.2141,7.83531,0.285744,-1.46246,-0.331697,
Orta,9.31116e+08,2.65604e+09,3.58716e+09,8.31321e+08,1.12707e+09,1.95839e+09,1.62877e+09,1.62876e+09,2442,3.58716e+09,1.12004,25.9569,0.411537,0.28925,0.595612,5.05595,5.11554,7.57268,5.05595,3.01706,1.31176,5.05595,0.99812,-0.129227,120.238,74.0431,1.65509,0.0435766,0.043069,54.6973,0.231749,0.892822,0.510399,0.424492,0.851847,0.454055,0.630691,1.20238,0.197415,7.44785,1.31484,1.73097,54.5945,1.30617,0.143049,-1.2194,-0.374991,
Dusuk,3.19024e+09,9.03684e+07,3.28061e+09,2.73199e+09,1.94527e+06,2.73394e+09,5.46672e+08,3.61067e+08,1.85605e+08,3.28061e+09,1.16773,97.2454,1.16528,0.55112,1.40856,0.159348,0.160089,0.389293,0.159348,0.119918,8.45282,0.159348,1.8717,-0.000180601,500.105,2.75462,0.165683,0.0225802,0.0224756,44.5243,0.83277,0.856359,4.9975,0.999288,14.1048,0.166637,68.1681,5.00105,11.746,32.8419,0.08279,32.7096,83.3363,0,4.9413,0.382111,-0.420225,
Orta,5.70215e+07,2.52598e+07,8.22813e+07,3.65022e+07,2.96895e+06,3.94711e+07,4.28102e+07,4.28102e+07,0,8.22813e+07,1.56214,69.3006,0.00672648,0.000439262,1.59432,74.0511,74.0511,82.725,74.0511,45.2826,3.06428,74.0511,2.6072,-0.54079,92.2002,30.6994,0.590043,0.0587703,0.0587703,18.3994,0.443626,0.640148,0.852651,0.924782,0.0793644,0.520291,22.9309,0.922002,0.0352082,12.6231,19.6831,0.401422,47.9709,0,0.343609,-1.64365,-0.364883,
Orta,5.17692e+07,9.47977e+07,1.46567e+08,3.84786e+07,1.71449e+07,5.56235e+07,9.09435e+07,9.09435e+07,0,1.46567e+08,1.34541,35.3212,0.401996,0.00697388,0.796671,1.63248,-2.68026,0.301016,1.63248,5.28299,1.28394,1.63248,0.246176,0.010978,61.1626,64.6788,1.04242,-0.0153955,0.00937699,154.161,0.262532,0.743271,0.423104,0.691769,0.574402,0.620491,48.0196,0.611626,0.150799,5.99107,2.34227,9.82336,37.9509,20.032,0.318522,-2.17803,-0.261118,
Dusuk,4.21575e+07,6.38979e+07,1.06055e+08,5.47352e+07,1.39135e+07,6.86487e+07,3.74068e+07,3.74068e+07,0,1.06055e+08,0.770209,39.7505,0.428484,0.082587,1.46654,17.4739,19.6246,40.4646,17.4739,2.88085,4.15793,17.4739,8.89538,-0.157857,183.519,60.2495,2.4412,0.193571,0.172358,7.2767,0.5161,1.29835,1.46324,0.797323,0.986372,0.35271,0.807441,1.83519,0.509066,2.98379,0.78085,4.49337,64.729,2.47932,0.142424,-0.67952,-0.413637,
Orta,1.1122e+09,8.45338e+08,1.95754e+09,5.67409e+08,1.1612e+09,1.72861e+09,2.28927e+08,2.28927e+08,0,1.95754e+09,1.96014,56.8163,0.171593,0.000445823,-0.374766,-134.175,-39.1648,51.0795,-134.175,-192.962,-3.20461,-134.175,-0.260592,-0.797852,755.095,43.1837,3.69349,-0.00262421,-0.00899032,-338.865,0.289858,0.510167,2.47856,0.328245,0.00670044,0.116946,1783.29,7.55095,0.00194218,0.0408497,292.54,0.0142648,88.3054,0.00216119,0.267393,0.742431,-0.60262,
Yuksek,3.12251e+07,1.24368e+07,4.36618e+07,1.02354e+07,898684,1.11341e+07,3.25278e+07,3.38075e+07,-1.27972e+06,4.36618e+07,3.0507,71.5156,2.82736,0.0377908,-20.0576,-58.2903,-64.6788,44.2072,-58.2903,-94.7813,-26.9232,-58.2903,-12.3354,-0.0718284,34.2293,28.4844,0.402326,-0.583872,-0.526201,-2.06727,0.234424,0.327793,0.314665,0.919285,0.902726,0.744994,62.5832,0.342293,0.21162,3.87299,3.37943,2.45483,25.5006,4.2644,-0.235647,-1.95607,-0.595175,
Orta,9.40625e+09,4.33226e+09,1.37385e+10,5.2363e+09,3.82637e+09,9.06267e+09,4.67584e+09,4.65701e+09,1.8826e+07,1.37385e+10,1.79636,68.4663,1.33076,0.413962,6.48645,9.05512,7.67069,32.0193,9.05512,6.29066,19.0584,9.05512,9.33695,-0.0931569,193.819,31.5337,1.18098,0.20752,0.244974,7.06499,0.38114,0.556683,1.11986,0.577787,2.70537,0.340345,2.2746,1.93819,1.03112,2.95711,0.663997,4.60689,65.9655,4.49998,0.99948,-0.839044,-0.426452,
Yuksek,6.72983e+07,1.94113e+07,8.67096e+07,1.60701e+07,1.34395e+06,1.74141e+07,6.92955e+07,6.92955e+07,0,8.67096e+07,4.18779,77.6134,0.418071,0.00218107,11.403,25.393,18.2565,27.6414,25.393,22.447,14.2686,25.393,12.8996,-0.00911063,25.1301,22.3866,0.28018,0.500412,0.696024,1.55689,0.185333,0.238789,0.231907,0.922824,2.74101,0.799168,3.97904,0.251301,0.507998,7.63218,1.52783,3.41669,20.0832,0.57642,1.63988,-3.68515,-0.250131,
Dusuk,7.07069e+07,2.12326e+09,2.19396e+09,3.97908e+08,1.43699e+09,1.8349e+09,3.59067e+08,3.59067e+08,0,2.19396e+09,0.177697,3.22279,0.170593,0.0712956,-2.12037,199.32,73.3823,82.3637,199.32,-41.2264,-12.9558,199.32,10.2515,-2.40996,511.018,96.7772,5.91507,0.208101,0.565241,8.15822,0.181365,5.62757,1.10817,0.216856,0.283584,0.163661,620.926,5.11018,0.0514323,2.86013,0.626609,0.303515,83.6339,0,-0.275295,0.561837,-0.55189,
Yuksek,1.26635e+08,8.74267e+07,2.14062e+08,4.22179e+07,4.63611e+07,8.8579e+07,1.25483e+08,1.25237e+08,246060,2.14062e+08,2.99955,59.1581,1.86509,0.0785202,-4.98404,-3.88649,-1.6802,14.3501,-3.88649,-33.5733,-8.50231,-3.88649,-0.57696,-0.567456,70.5906,40.8419,0.699344,-0.0126471,-0.0292542,-71.721,0.197223,0.333383,0.336444,0.476613,0.752714,0.586199,1.49137,0.705906,0.148453,0.422616,3.98499,0.793641,41.3801,0.655192,0.158909,-1.72905,-0.437527,
Yuksek,1.12456e+07,0,1.12456e+07,472335,0,472335,1.07733e+07,1.07733e+07,0,1.12456e+07,23.8086,100,23.8086,4.75399,-12.8376,-1.8406,-1.8406,-0.975308,-1.8406,-1.82455,-13.4005,-1.8406,-12.9505,0,4.38432,0,0,-3.08334,-3.08334,-0.324324,0.0420017,0.0420017,0.0438432,1,167.518,0.957998,0,0.0438432,7.03606,0,0.142125,169.653,4.20017,0,1.38978,-3.57813,-1.23271,
Orta,5.41251e+07,3.58441e+07,8.99693e+07,3.94941e+07,9.97828e+06,4.94724e+07,4.04968e+07,3.73722e+07,3.1246e+06,8.99693e+07,1.37046,60.1596,0.762126,0.00857952,4.65747,7.39711,3.58242,10.0349,7.39711,5.20218,10.3472,7.39711,6.62258,-0.0095028,122.164,39.8404,0.902434,0.073064,0.150865,8.30313,0.438974,0.729682,0.97524,0.798306,2.03951,0.450119,1.15971,1.22164,0.895292,2.73147,0.671955,2.26455,54.9881,3.35797,0.822915,-1.38074,-0.389195,
Orta,1.20502e+09,3.607e+08,1.56572e+09,8.64954e+08,4.48806e+07,9.09834e+08,6.55883e+08,6.55883e+08,0,1.56572e+09,1.39316,76.9626,0.824261,0.031739,8.04931,9.41884,6.45274,13.3709,9.41884,5.11772,19.2152,9.41884,14.8143,-0.0457664,138.719,23.0374,0.549946,0.183716,0.268164,3.92255,0.552433,0.717794,1.31876,0.950672,2.8471,0.418903,2.05066,1.38719,1.57283,3.59246,0.489325,4.06824,58.1097,6.11126,1.29896,-1.35554,-0.363539,
Yuksek,8.52321e+08,6.65612e+08,1.51793e+09,1.4044e+08,3.49245e+07,1.75365e+08,1.34257e+09,1.32364e+09,1.89259e+07,1.51793e+09,6.06892,56.1501,5.07595,3.41661,16.0511,17.3823,10.3223,21.571,17.3823,43.8932,18.1477,17.3823,6.35647,-0.0622376,13.0619,43.8499,0.498269,0.407988,0.687033,1.81749,0.0925206,0.164774,0.104606,0.800846,3.95249,0.884471,3.31374,0.130619,0.365687,2.53337,1.53547,3.98441,11.5529,3.99568,2.25615,-4.38806,-0.445349,
Dusuk,5.30816e+08,6.19713e+06,5.37013e+08,4.14346e+08,1.23143e+07,4.2666e+08,1.10353e+08,1.10353e+08,0,5.37013e+08,1.28109,98.846,0.794443,0.139067,1.87003,4.50547,8.96651,14.4054,4.50547,2.60465,9.10017,4.50547,3.23474,-0.0185062,386.633,1.154,0.0561574,0.0834343,0.0419238,24.5617,0.771575,0.780583,3.75474,0.971138,0.93051,0.205494,61.0584,3.86633,0.717958,1.42081,1.37676,0.927379,79.4506,6.84175,0.60422,0.139409,-0.523369,
Orta,1.53935e+10,1.11793e+10,2.65727e+10,1.02923e+10,4.75579e+08,1.07679e+10,1.58049e+10,1.58049e+10,0,2.65727e+10,1.49563,57.9295,1.14037,0.521262,11.2882,20.0142,20.2014,52.0153,20.0142,14.2307,18.9789,20.0142,15.8758,-0.0517091,68.1301,42.0705,0.710215,0.413717,0.409884,2.55245,0.387325,0.668615,0.65121,0.955834,2.04796,0.594778,1.73625,0.681301,0.793228,3.33094,0.730301,2.89146,40.5222,3.31862,1.29644,-2.50418,-0.317667,
Orta,4.25154e+08,7.59852e+07,5.01139e+08,3.20735e+08,5.5893e+06,3.26324e+08,1.74815e+08,1.74815e+08,0,5.01139e+08,1.32556,84.8375,0.959799,0.330225,1.01206,3.20744,8.33919,11.6522,3.20744,1.95343,2.90124,3.20744,1.66175,-0.0722515,186.668,15.1625,0.435862,0.0675062,0.0259644,39.1855,0.640011,0.754396,1.8347,0.982872,0.809506,0.348836,3.60191,1.86668,0.518093,1.30742,1.6375,0.974613,65.1164,5.1257,0.469861,-0.63921,-0.44102,
Dusuk,1.81629e+08,1.87752e+08,3.69382e+08,3.26947e+08,6.37458e+07,3.90692e+08,-2.13108e+07,-2.13108e+07,0,3.69382e+08,0.555532,49.1712,0.35136,0.0364619,-11.8342,3.97203,3.24729,27.7532,3.97203,-16.5269,205.124,3.97203,2.84421,-0.250179,-1833.31,50.8288,-8.30041,0.0262705,0.0321336,37.1876,0.885119,1.80008,-15.3418,0.836839,0.808997,-0.0576931,-0.133306,-18.3331,0.716058,3.73686,0.686693,2.67285,105.769,3.00662,-0.680291,2.25917,-0.705387,
Yuksek,6.12609e+07,1.09692e+06,6.23578e+07,2.66841e+06,263825,2.93224e+06,5.94256e+07,5.94256e+07,0,6.23578e+07,22.9578,98.2409,21.1319,20.9069,40.3067,48.1071,48.0623,59.5872,48.1071,42.9315,42.2955,48.1071,45.1659,-0.0055587,4.93431,1.75908,0.0184798,10.5449,10.5548,0.104111,0.042792,0.0435582,0.0449035,0.910026,21.9401,0.952977,204.453,0.0493431,0.938861,104.448,1.04638,979.864,4.70228,6.62871,10.818,-5.9376,-1.07901,
Orta,7.41692e+08,2.08698e+08,9.5039e+08,4.30479e+08,1.6916e+08,5.99638e+08,3.50751e+08,3.18027e+08,3.27246e+07,9.5039e+08,1.72295,78.0408,0.815405,0.240424,0.69289,24.3558,12.6568,31.2872,24.3558,4.31003,1.87744,24.3558,3.9155,-0.401655,170.958,21.9592,0.614922,0.044922,0.0864445,16.1139,0.45295,0.580401,1.2273,0.717897,0.354923,0.369061,1.86611,1.70958,0.160762,0.748537,4.85443,0.794111,63.0939,0.308121,0.452561,-0.741717,-0.43362,
