Logistic Regression,Dönen Varlıklar,Duran Varlıklar,Toplam Varlıklar,Kısa Vadeli Yükümlülükler,Uzun Vadeli Yükümlülükler,Toplam Yükümlülükler,Toplam Özkaynaklar,Ana Ortaklığa Ait Özkaynaklar,Kontrol Gücü Olmayan Kaynaklar,Toplam Kaynaklar,Cari Oran,Dönen Varlıklar / Aktif (%),Asit Test Oranı,Nakit Oranı,Aktif Karlılık (%),Faaliyet Kar Marjı,Esas Faaliyet Kar Marjı,Brüt Kar Marjı (%),FAVÖK Marjı (%),Net Kar Marjı,Özsermaye Karlılığı (%),VAFÖK Marjı,ROCE Oranı,Finansman Gider / Net Satış,Borç Kaynak Oranı,Duran Varlıklar / Aktif ,Duran Varlıklar / Maddi Özkaynak,Esas Faaliyet Karı / Kısa Vadeli Borç,FAVÖK / Kısa Vade Borç,Net Borç / FAVÖK,Kısa Vade Borç / Aktif,Kısa Vade Borç / Dönen Varlık,Kısa Vade Borç / Özsermaye,Kısa Vade Borç / Toplam Borç,Net Satışlar / Kısa Vade Borç,Özsermaye / Aktif,Özsermaye / Maddi Duran Varlıklar,Toplam Borç / Özsermaye,Aktif Devir Hızı,Alacak Devir Hızı,Dönen Varlıklar Devir Hızı,Ticari Borçlar Devir Hızı,Finansal Kaldıraç,Stok Devir Hızı,Springate Skoru,Zmijewski Skoru,L Model Skoru,FBE_Sınıfı
Dusuk Orta Yuksek,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
Yuksek,1.50162e+07,1.38795e+07,2.88957e+07,5.36841e+06,2.13863e+06,7.50704e+06,2.13886e+07,2.13843e+07,4315,2.88957e+07,2.79714,51.9668,1.54375,0.985623,11.7477,16.8981,15.0423,27.2844,16.8981,13.5175,15.8709,16.8981,14.6857,-0.0168558,35.0983,48.0332,0.649756,0.703651,0.790463,1.76906,0.185786,0.357508,0.250993,0.715116,4.67783,0.740202,1.56292,0.350983,0.869074,13.318,0.597957,4.96158,25.9798,2.82722,1.66493,-3.35899,-0.192203,
Yuksek,1.21161e+08,1.21753e+09,1.33869e+09,1.59838e+07,2.33512e+06,1.83189e+07,1.32037e+09,1.32037e+09,0,1.33869e+09,7.58024,9.05071,7.52,1.72388,3.20586,31.472,15.4889,23.2626,31.472,23.539,3.25034,31.472,4.28628,-0.0788659,1.38741,90.9493,0.922111,1.76676,3.58989,0.319256,0.0119399,0.131922,0.0121055,0.87253,11.4066,0.986316,29.4579,0.0138741,0.136193,12.4609,0.664548,339.556,1.36842,0,2.00593,-4.39658,-3.65968,
Dusuk,5.07005e+08,1.04284e+09,1.54984e+09,4.53116e+08,8.94273e+08,1.34739e+09,2.02455e+08,2.02455e+08,0,1.54984e+09,1.11893,32.7133,0.620889,0.121303,5.21845,15.1486,13.4568,22.4809,15.1486,8.94151,39.9486,15.1486,8.84104,-0.0785639,665.525,67.2867,5.50415,0.268627,0.3024,9.83335,0.292362,0.893711,2.23811,0.336292,1.99622,0.130629,0.250619,6.65525,0.58362,4.01508,0.560523,5.85936,86.9371,3.34802,0.5692,0.416107,-0.516085,
Yuksek,1.89624e+07,3.43732e+07,5.33356e+07,6.27454e+06,4.19015e+06,1.04647e+07,4.28709e+07,4.28709e+07,0,5.33356e+07,3.02212,35.553,1.10334,0.00212319,0.537791,2.21166,2.03705,11.7523,2.21166,5.78202,0.669065,2.21166,0.205709,-0.0400466,24.4098,64.447,0.801888,0.0161054,0.0174859,95.3798,0.117643,0.330894,0.146359,0.599591,0.790623,0.803795,1.26414,0.244098,0.093011,1.89351,3.82245,2.83756,19.6205,0.368663,0.309351,-3.21792,-0.45224,
Orta,8.75074e+08,2.34331e+07,8.98507e+08,4.98852e+08,1.40739e+08,6.3959e+08,2.58917e+08,2.55852e+08,3.06448e+06,8.98507e+08,1.75418,97.392,1.5325,0.312082,1.04765,2.43013,1.99756,4.73448,2.43013,0.648562,3.63561,2.43013,3.9255,-0.0242035,247.025,2.60801,0.0905608,0.0581187,0.0707042,18.1337,0.5552,0.570068,1.92669,0.779955,2.90948,0.288163,40.4973,2.47025,1.61534,2.38914,0.602918,3.90401,71.1837,13.9138,1.17141,-0.296692,-0.49022,
Yuksek,2.06113e+07,8.13402e+06,2.87453e+07,7.55277e+06,2.47316e+06,1.00259e+07,1.87194e+07,1.87194e+07,0,2.87453e+07,2.72897,71.7031,1.97129,0.579699,5.32634,8.56795,6.48408,41.6261,8.56795,6.72761,8.17908,8.56795,6.78336,-0.0844726,53.5591,28.2969,0.436356,0.195378,0.25817,5.14177,0.262748,0.366439,0.403474,0.753324,3.0132,0.651215,2.60942,0.535591,0.791714,2.47828,0.90567,4.4228,34.8785,6.54503,1.1416,-2.56253,-0.353827,
Orta,1.45851e+10,1.12158e+09,1.57067e+10,1.05129e+10,2.40956e+08,1.07538e+10,4.95285e+09,4.95283e+09,16631,1.57067e+10,1.38736,92.8592,1.05572,0.0715567,5.85316,6.0149,5.72122,10.3928,6.0149,4.93109,18.5618,6.0149,7.13964,-0.000955501,217.124,7.14078,0.226511,0.101461,0.106669,9.58965,0.669325,0.720796,2.12259,0.977593,1.77342,0.315334,5.65341,2.17124,1.18699,1.84761,0.782307,1.73678,68.4666,4.98915,1.05096,-0.666345,-0.417571,
Yuksek,7.53248e+08,2.3089e+08,9.84138e+08,3.16019e+08,2.38611e+07,3.3988e+08,6.44257e+08,6.4483e+08,-572930,9.84138e+08,2.38355,76.5389,2.05752,1.43117,21.6725,15.629,16.9626,37.9095,15.629,26.3321,33.1059,15.629,12.8633,-0.0279075,52.7554,23.4611,0.366738,0.43477,0.400586,2.68483,0.321113,0.419542,0.490517,0.929796,2.5631,0.654641,4.59207,0.527554,0.823045,4.09463,0.929947,2.12815,34.5359,6.64839,2.04724,-3.31625,-0.291633,
Dusuk,2.23879e+09,2.95728e+08,2.53452e+09,2.69217e+09,7.46585e+08,3.43875e+09,-9.04234e+08,-9.11804e+08,7.56958e+06,2.53452e+09,0.831594,88.332,0.803179,0.0190188,-4.13386,-40.0646,-38.195,-27.6864,-40.0646,-21.6515,11.587,-40.0646,-7.64941,-0.63069,-380.295,11.668,-0.265258,-0.0686541,-0.0720147,-17.7369,1.0622,1.20251,-2.97729,0.782891,0.179746,-0.356767,-41.6791,-3.80295,0.190927,4.28712,4.62649,1.82626,135.677,18.7198,-0.251602,3.61627,-0.94648,
Orta,4.41208e+09,9.25281e+09,1.36649e+10,3.55437e+09,6.39507e+09,9.94944e+09,3.71545e+09,3.75306e+09,-3.76106e+07,1.36649e+10,1.24131,32.2877,0.972413,0.771176,3.71301,9.56562,9.87603,15.2618,9.56562,6.13017,13.6559,9.56562,5.79384,-0.0488881,267.786,67.7123,2.52217,0.229974,0.222746,12.5668,0.26011,0.8056,0.956647,0.357243,2.32861,0.271897,0.450455,2.67786,0.605694,35.1433,0.53307,12.0193,72.8103,120.545,0.529447,-0.321866,-0.463465,
Orta,1.58749e+09,4.30202e+08,2.01769e+09,8.4852e+08,5.87537e+08,1.43606e+09,5.81631e+08,5.81853e+08,-221752,2.01769e+09,1.87089,78.6785,1.45199,0.188403,2.58627,11.2767,8.15514,17.093,11.2767,4.45494,8.97183,11.2767,6.5466,-0.246745,246.902,21.3215,0.785107,0.112579,0.155671,10.8718,0.420541,0.534505,1.45886,0.590868,1.38046,0.288266,1.49592,2.46902,0.58054,2.45548,1.35526,3.90703,71.1734,3.46833,0.789399,-0.366983,-0.478411,
Dusuk,1.11324e+09,1.99753e+09,3.11077e+09,1.12669e+09,6.29089e+08,1.75578e+09,1.35499e+09,1.35386e+09,1.13559e+06,3.11077e+09,0.98806,35.7865,0.431223,0.116854,2.87471,10.5504,10.2964,17.9254,10.5504,6.20853,6.59972,10.5504,4.8851,-0.0331302,129.579,64.2135,1.47696,0.13163,0.134877,11.5539,0.36219,1.01208,0.83151,0.641703,1.27841,0.435581,0.724342,1.29579,0.463026,5.64737,0.772883,2.07778,56.4419,2.24359,0.369561,-1.21612,-0.379525,
Yuksek,2.00062e+08,8.99997e+07,2.90062e+08,8.00872e+07,7.61765e+06,8.77049e+07,2.02357e+08,1.85303e+08,1.7054e+07,2.90062e+08,2.49805,68.9722,1.81536,0.0229738,-5.48158,5.11393,1.01502,15.7202,5.11393,-28.6366,-7.85739,5.11393,0.978902,-0.107724,43.3416,31.0278,0.457901,0.007037,0.0354541,30.8883,0.276104,0.400312,0.395772,0.913145,0.693285,0.697634,39.6714,0.433416,0.191419,0.957369,3.60321,1.44217,30.2366,1.02451,0.121942,-2.33983,-0.368821,
Orta,1.03679e+09,1.39506e+09,2.43186e+09,8.37727e+08,3.87077e+08,1.2248e+09,1.20705e+09,1.19535e+09,1.16993e+07,2.43186e+09,1.23763,42.6338,0.970589,0.380044,4.73068,9.33662,11.2882,16.8748,9.33662,5.84835,9.53094,9.33662,7.55231,-0.0498386,101.471,57.3662,1.19986,0.265065,0.219238,6.66882,0.34448,0.807999,0.694027,0.683968,2.34815,0.49635,1.41532,1.01471,0.808892,4.44761,0.527064,3.68359,50.365,9.08037,0.706905,-1.64703,-0.347609,
Yuksek,5.55401e+07,1.41761e+08,1.97301e+08,1.1071e+06,1.09243e+06,2.19954e+06,1.95102e+08,1.95102e+08,0,1.97301e+08,50.1671,28.1499,50.0484,17.8327,1.04726,4.6685,4.03908,83.7582,4.6685,176.967,1.05906,4.6685,0.0276273,0,1.12738,71.8501,0.726638,0.0425977,0.0492358,40.3518,0.00561122,0.0199334,0.00567448,0.503334,1.05464,0.988852,803.993,0.0112738,0.00591781,0,47.568,11.5987,1.11481,0,1.55048,-4.48425,-4.49547,
Orta,4.05835e+08,8.62307e+07,4.92065e+08,2.28401e+08,2.27986e+07,2.512e+08,2.40866e+08,2.40866e+08,0,4.92065e+08,1.77685,82.4758,1.12283,0.144499,-1.97536,-6.21995,-4.59515,8.53714,-6.21995,-4.88815,-4.03548,-6.21995,-2.51356,-0.0082735,104.29,17.5242,0.388286,-0.0400062,-0.054152,-20.3098,0.464168,0.562793,0.94825,0.909241,0.870618,0.4895,8.35319,1.0429,0.404113,0.891996,2.04091,1.44009,51.05,3.86665,0.407876,-1.30836,-0.385576,
Dusuk,2.18094e+07,4.33527e+07,6.5162e+07,2.24592e+07,7.75017e+06,3.02094e+07,3.49526e+07,3.11274e+07,3.82524e+06,6.5162e+07,0.971064,33.4694,0.441955,0.0072527,-1.2996,-35.4206,-36.8962,21.2802,-35.4206,-48.1772,-2.42285,-35.4206,-0.955487,-0.413399,86.4296,66.5306,1.31757,-0.0288769,-0.027722,-48.5202,0.344668,1.0298,0.642562,0.743452,0.0782652,0.536396,0.852904,0.864296,0.0269755,0.243238,12.4074,0.314664,46.3604,0.132383,-0.069158,-1.60286,-0.364385,
Orta,8.32184e+10,5.64491e+10,1.4e+11,4.88355e+10,1.6793e+10,6.56285e+10,7.4039e+10,6.34253e+10,1.06138e+10,1.4e+11,1.70406,59.5832,1.41298,0.529087,3.09111,11.4726,1.21652,11.1326,11.4726,7.16016,5.83107,11.4726,4.95282,-0.0880315,88.6404,40.4168,1.00984,0.01502,0.141649,9.48733,0.349655,0.586835,0.659591,0.74412,1.23467,0.530109,3.30861,0.886404,0.431709,8.09821,1.38017,11.6329,46.9891,7.22966,0.580324,-1.76754,-0.39032,
Orta,9.77161e+07,5.64223e+07,1.54138e+08,5.8841e+07,2.31199e+07,8.1961e+07,7.21774e+07,7.21774e+07,0,1.54138e+08,1.66068,63.395,1.01791,0.0434618,17.6898,16.196,14.7922,30.3154,16.196,15.5687,37.7773,16.196,18.4025,-0.0115074,113.555,36.605,0.871829,0.440282,0.482067,2.88948,0.381742,0.602163,0.815227,0.717915,2.97645,0.468264,2.09958,1.13555,1.13624,3.06034,0.557939,3.28866,53.1736,3.85569,1.57512,-2.07179,-0.357744,
Orta,6.39404e+08,1.37517e+09,2.01458e+09,6.22928e+08,3.78658e+08,1.00159e+09,1.01299e+09,1.01299e+09,0,2.01458e+09,1.02645,31.7389,0.76567,0.383331,4.26904,3.99067,4.95209,18.888,3.99067,5.83336,8.49001,3.99067,2.9205,0.0135798,98.874,68.2611,1.42936,0.117205,0.0944503,17.0234,0.30921,0.974232,0.614939,0.621942,2.36678,0.502831,1.46112,0.98874,0.731832,6.49974,0.433691,5.47958,49.7169,13.6041,0.647855,-1.66235,-0.296346,
Orta,7.28951e+08,2.3402e+09,3.06915e+09,2.6937e+08,7.03539e+08,9.7291e+08,2.09624e+09,1.02589e+09,1.07035e+09,3.06915e+09,2.70613,23.7509,2.42116,1.22658,-0.543876,2.2883,-1.24589,24.9859,2.2883,-6.87586,-0.796301,2.2883,0.181003,-0.219468,46.4122,76.2491,1.11806,-0.0112285,0.0206231,175.134,0.0877672,0.369532,0.128502,0.276871,0.901241,0.683003,1.26156,0.464122,0.0790994,1.21157,3.00267,2.72738,31.6997,5.93911,0.0872473,-2.47947,-0.324344,
Dusuk,3.59617e+06,2.16947e+07,2.52908e+07,1.26235e+07,2.273e+06,1.48965e+07,1.03944e+07,1.03944e+07,0,2.52908e+07,0.284879,14.2192,0.194538,0.169658,4.68384,39.9244,19.6786,71.5586,39.9244,166.764,11.3964,39.9244,1.12134,-0.128345,143.313,85.7808,2.08765,0.0110733,0.0224658,52.527,0.499133,3.51026,1.21446,0.847414,0.0562709,0.410993,2.21694,1.43313,0.0280866,2.26167,5.06264,6.37416,58.9007,0,-0.151884,-1.15457,-0.413743,
Dusuk,1.92397e+08,1.82373e+08,3.7477e+08,1.59316e+08,1.4118e+08,3.00496e+08,7.42742e+07,7.4225e+07,49257,3.7477e+08,1.20764,51.3373,0.756984,0.218598,-0.293704,21.2154,9.31374,26.0542,21.2154,-1.11979,-1.48196,21.2154,5.56448,-0.218817,404.576,48.6627,2.55732,0.0574646,0.130897,14.4095,0.425104,0.828062,2.14498,0.530178,0.616988,0.198186,1.44595,4.04576,0.262284,1.15101,1.95732,1.65981,80.1814,1.18923,0.187753,0.278726,-0.547109,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9806,12.5062,21.5943,10.9806,0,0,10.9806,0,0.182911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dusuk,7.50142e+09,3.89867e+09,1.14001e+10,6.67522e+09,9.07847e+08,7.58306e+09,3.81703e+09,3.78335e+09,3.3683e+07,1.14001e+10,1.12377,65.8014,0.513275,0.191185,6.27312,6.52999,6.37526,8.43975,6.52999,4.72756,18.7356,6.52999,8.66481,-0.0180411,198.664,34.1986,1.05893,0.144473,0.14798,7.67674,0.585541,0.88986,1.7488,0.88028,2.26616,0.334824,1.21701,1.98664,1.32693,7.15193,0.495893,3.28595,66.5176,3.96343,0.936318,-0.795285,-0.410115,
Dusuk,1.44418e+08,1.37461e+09,1.51903e+09,1.35604e+09,1.06996e+08,1.46304e+09,5.5994e+07,-1.5196e+08,2.07954e+08,1.51903e+09,0.1065,9.50728,0.0916188,0.000609861,-1.05567,-19.4031,12.1947,45.4504,-19.4031,-26.2553,-28.6385,-19.4031,-0.780154,-1.60734,2612.84,90.4927,24.69,0.00549257,-0.00873924,-123.455,0.892701,9.38966,24.2176,0.926867,0.0450406,0.0368617,0.044941,26.1284,0.0402078,3.85652,2.36454,1.2616,96.3138,10.5919,-0.912077,1.23697,-0.613528,
Dusuk,1.79844e+09,4.85435e+09,6.65279e+09,2.00533e+09,2.90625e+09,4.91158e+09,1.74121e+09,1.91253e+09,-1.71313e+08,6.65279e+09,0.896829,27.0328,0.359324,0.0522987,-5.08384,13.6706,14.9373,18.3474,13.6706,-8.24378,-19.4242,13.6706,8.43051,-0.256622,282.078,72.9672,3.02017,0.305601,0.279687,8.75716,0.301427,1.11504,1.15168,0.408286,2.0459,0.261727,0.37301,2.82078,0.616688,6.75624,0.438355,3.25614,73.8273,3.93457,-0.226423,0.133343,-0.51466,
Yuksek,1.80325e+09,9.8159e+08,2.78484e+09,7.60874e+08,2.30813e+08,9.91688e+08,1.79315e+09,1.79315e+09,0,2.78484e+09,2.36997,64.7523,1.63308,0.47116,7.51913,22.8192,22.6399,27.9644,22.8192,7.35481,11.6775,22.8192,23.329,-0.136748,55.3042,35.2477,0.548459,0.847142,0.853854,1.52643,0.27322,0.421947,0.424323,0.767252,3.74182,0.643898,1.83439,0.553042,1.02234,3.93696,0.633373,21.7979,35.6102,5.19145,1.40616,-2.61806,-0.295678,
Dusuk,3.89182e+07,1.94193e+06,4.08602e+07,3.65339e+07,7.11705e+06,4.3651e+07,-2.79083e+06,-2.79083e+06,0,4.08602e+07,1.06526,95.2474,0.446999,0.0113874,-9.71607,-2.47895,1.76999,13.8721,-2.47895,-3.9387,142.252,-2.47895,-6.11513,-0.034149,-1564.09,4.75262,-0.676749,0.0488329,-0.0683926,-17.4698,0.894121,0.938736,-13.0907,0.836956,2.75893,-0.0683019,-3.43552,-15.6409,2.46682,7.99655,0.386114,3.28009,106.83,0,0.669613,2.22228,-0.67286,
Yuksek,1.84626e+09,1.79072e+08,2.02534e+09,7.21657e+08,1.45665e+08,8.67322e+08,1.15801e+09,1.15801e+09,0,2.02534e+09,2.55837,91.1584,2.06143,0.840181,10.0942,23.6533,18.1709,25.5199,23.6533,14.7994,17.6544,23.6533,16.1332,-0.00703975,74.8974,8.84158,0.154673,0.347833,0.452778,2.65439,0.356315,0.390874,0.623185,0.832052,1.91423,0.571764,146.949,0.748974,0.682068,1.56795,1.3365,4.58391,42.8236,2.927,1.60596,-2.32352,-0.365447,
Yuksek,2.04021e+08,1.27562e+08,3.31583e+08,9.93399e+07,2.93686e+07,1.28709e+08,2.02874e+08,2.02874e+08,0,3.31583e+08,2.05377,61.5295,0.844207,0.0690371,9.08717,10.8589,11.3117,22.5599,10.8589,7.5107,14.8523,10.8589,13.1382,-0.0960407,63.4424,38.4705,0.629706,0.456821,0.438534,2.95448,0.299593,0.486909,0.489662,0.771821,4.03847,0.611836,1.63292,0.634424,1.2099,6.14182,0.508552,5.39457,38.8164,3.43023,1.43462,-2.5046,-0.30483,
Yuksek,2.87359e+07,9.00103e+08,9.28838e+08,7.24905e+06,1.37721e+06,8.62626e+06,9.20212e+08,9.20212e+08,0,9.28838e+08,3.9641,3.09375,3.50031,2.45253,4.26167,67.4995,64.9094,75.749,67.4995,67.3769,4.30162,67.4995,4.26942,-0.000355557,0.937421,96.9062,0.978179,5.26059,5.47051,0.217527,0.00780443,0.252264,0.00787759,0.840347,8.10452,0.990713,9444.18,0.00937421,0.0632512,7.74258,0.489122,4.81399,0.928715,0,3.78877,-4.45469,-5.24617,
Orta,6.7175e+08,9.46039e+08,1.61779e+09,5.17735e+08,3.76949e+08,8.94685e+08,7.23105e+08,7.23105e+08,0,1.61779e+09,1.29748,41.5227,1.10441,0.0325095,10.6019,41.0748,37.2033,40.1095,41.0748,20.5357,23.7194,41.0748,21.2056,-0.126271,123.728,58.4773,1.31387,0.600164,0.66262,2.60794,0.320026,0.770726,0.71599,0.578679,1.6132,0.446971,34.3913,1.23728,0.516268,1.60726,0.804287,2.76549,55.3029,115.525,1.06121,-1.63001,-0.335998,
Orta,2.68039e+07,1.10172e+09,1.12852e+09,1.295e+08,2.13194e+08,3.42694e+08,7.85826e+08,7.55419e+08,3.04072e+07,1.12852e+09,0.20698,2.37514,0.140794,0.0601726,17.7045,1096.27,61.12,87.0943,1096.27,723.358,25.4253,1096.27,26.8318,-2.09327,43.6094,97.6249,1.402,0.130363,2.33824,1.13174,0.114752,4.83138,0.164795,0.377888,0.21329,0.696333,6782.84,0.436094,0.0244754,6.01836,0.970418,1.29329,30.3667,0,1.91425,-3.36663,-0.216103,
Dusuk,3.23412e+09,1.02093e+10,1.34434e+10,3.95656e+09,3.79807e+09,7.75463e+09,5.68876e+09,5.68876e+09,0,1.34434e+10,0.817407,24.0573,0.690824,0.231881,14.0719,29.9478,26.669,54.7199,29.9478,23.7748,33.254,29.9478,17.7255,-0.0488723,136.315,75.9427,4.04764,0.536332,0.602269,3.25427,0.294313,1.22338,0.695504,0.510219,2.01107,0.423164,0.882366,1.36315,0.591882,4.48745,0.406455,6.08406,57.6836,46.6032,1.1342,-1.64854,-0.369258,
Orta,4.06166e+06,4.78008e+07,5.18624e+07,7.56929e+06,3.89408e+06,1.14634e+07,4.03991e+07,4.03991e+07,0,5.18624e+07,0.536597,7.8316,0.477721,0.101944,0.178302,8.19055,7.08025,70.1135,8.19055,1.55592,0.228896,8.19055,0.938608,-0.135855,28.3753,92.1684,1.18555,0.0555927,0.0643105,23.5491,0.145949,1.8636,0.187363,0.660302,0.785179,0.778966,1.99203,0.283753,0.114596,2.12589,0.683407,0.533031,22.1034,7.26164,-0.0102869,-3.05028,-0.4126,
Orta,2.66931e+08,5.83356e+08,8.50286e+08,2.11281e+08,5.93044e+07,2.70585e+08,5.79701e+08,5.78908e+08,792826,8.50286e+08,1.26339,31.393,1.15746,0.0696356,32.4102,5.13337,2.06964,36.4805,5.13337,123.259,47.5382,5.13337,1.34978,-0.069351,46.6767,68.607,1.03412,0.0219009,0.0543212,23.5762,0.248482,0.79152,0.364465,0.780829,1.0582,0.681772,2.28825,0.466767,0.262943,1.34939,1.19391,2.18429,31.8228,10.1523,2.17968,-3.94961,-0.446096,
Dusuk,2.43077e+09,4.00737e+09,6.43814e+09,2.82752e+09,1.79267e+09,4.62019e+09,1.81795e+09,1.6361e+09,1.81851e+08,6.43814e+09,0.859685,37.7558,0.658703,0.0187537,0.405304,13.9278,14.262,15.7528,13.9278,0.558849,1.43536,13.9278,10.1011,-0.189937,254.143,62.2442,2.32162,0.235517,0.229998,7.10444,0.439182,1.16322,1.55533,0.611991,1.65136,0.282372,0.481697,2.54143,0.725248,3.08012,0.520592,7.13233,71.7628,11.1939,0.354316,-0.231199,-0.470232,
Orta,5.1658e+09,3.48794e+09,8.65374e+09,3.80164e+09,8.76501e+08,4.67814e+09,3.9756e+09,3.9756e+09,0,8.65374e+09,1.35884,59.6944,1.09778,0.175854,3.06102,11.1738,13.7578,26.6214,11.1738,2.80767,6.66296,11.1738,12.1821,-0.0673963,117.671,40.3056,0.900421,0.341432,0.277303,4.4376,0.439306,0.735924,0.956242,0.812639,2.48172,0.459408,1.2444,1.17671,1.09024,2.93221,0.547537,3.51019,54.0592,7.93257,0.997766,-1.36181,-0.333928,
Dusuk,2.64714e+08,3.40247e+08,6.04961e+08,5.37987e+08,5.11311e+07,5.89118e+08,1.58423e+07,1.58423e+07,0,6.04961e+08,0.492044,43.7571,0.28059,0.034365,-1.30539,-6.77813,-5.22992,23.309,-6.77813,-7.29929,-49.8483,-6.77813,-1.21219,-0.0312792,3718.64,56.2429,25.7025,-0.0105175,-0.0136309,-80.3349,0.889293,2.03234,33.9589,0.913207,0.201102,0.0261873,0.0524469,37.1864,0.178838,0.978192,2.44674,0.637471,97.3813,0.773749,-0.458531,1.30751,-0.606647,
Orta,7.89348e+07,9.94432e+07,1.78378e+08,5.9636e+07,1.74308e+07,7.70669e+07,1.01311e+08,1.01253e+08,58131,1.78378e+08,1.32361,44.2514,0.700684,0.0673184,-9.55838,-6.1354,-8.1634,13.9775,-6.1354,-12.5404,-16.8294,-6.1354,-4.67643,-0.2057,76.0695,55.7486,0.982409,-0.186113,-0.139877,-9.23871,0.334324,0.75551,0.588643,0.773822,2.27984,0.567958,1.05483,0.760695,0.762206,3.66503,0.580571,10.4522,43.2042,3.4272,-0.108412,-1.41253,-0.340186,
Dusuk,2.87974e+09,5.44018e+09,8.31992e+09,3.70197e+09,2.18056e+09,5.88253e+09,2.43739e+09,2.43739e+09,0,8.31992e+09,0.777895,34.6126,0.643945,0.107295,18.0358,9.43223,9.43968,17.8444,9.43223,6.67279,61.5644,9.43223,25.4942,0.0148146,241.345,65.3874,2.55779,0.573418,0.572965,2.77334,0.444953,1.28552,1.51882,0.629316,6.07455,0.292958,0.92081,2.41345,2.70289,30.5523,0.128058,11.8193,70.7042,3207.32,2.55856,-1.08459,-0.419497,
Orta,8.08383e+08,2.38629e+09,3.19467e+09,6.33548e+08,2.77553e+08,9.11101e+08,2.28357e+09,2.28297e+09,603000,3.19467e+09,1.27596,25.3041,0.828599,0.235007,6.08638,3.11398,2.99152,8.99835,3.11398,4.44502,8.51473,3.11398,4.26385,-0.00293965,39.8981,74.6959,1.05935,0.206549,0.215005,6.68865,0.198314,0.783723,0.277437,0.695365,6.90451,0.714806,3.92252,0.398981,1.36926,11.8399,0.184801,11.9354,28.5194,16.9198,1.03779,-2.95339,-0.197773,
Yuksek,4.0157e+10,4.00071e+10,8.01641e+10,1.53013e+10,1.10407e+10,2.6342e+10,5.38221e+10,5.20766e+10,1.74546e+09,8.01641e+10,2.62442,50.0935,1.30467,0.84929,13.4771,36.2322,36.1421,37.7864,36.2322,25.0899,20.0731,36.2322,19.4622,-0.00755622,48.9427,49.9065,0.764607,1.0171,1.01963,1.68841,0.190875,0.381037,0.284294,0.580871,2.81416,0.671399,1.62407,0.489427,0.537152,6.23528,0.932575,5.51411,32.8601,1.44415,1.86778,-3.04394,-0.277718,
Yuksek,2.96332e+07,6.35738e+08,6.65371e+08,4.35161e+07,9.02259e+07,1.33742e+08,5.31629e+08,5.31629e+08,0,6.65371e+08,0.680972,4.45363,0.467058,0.348658,-2.11358,-53.2218,-53.5711,-6.71462,-53.2218,-59.1831,-2.6453,-53.2218,-1.90069,-0.0927863,25.157,95.5464,1.19849,-0.292527,-0.29062,-10.5753,0.0654012,1.46849,0.0818541,0.325373,0.546055,0.798997,0.860649,0.25157,0.0357126,4.85893,1.24708,1.8485,20.1003,14.1068,-0.280302,-3.06189,-0.330838,
Yuksek,1.0952e+08,5.53513e+08,6.63033e+08,7.99418e+06,8.12147e+06,1.61156e+07,6.46918e+08,6.46505e+08,413250,6.63033e+08,13.7,16.518,13.2347,10.3261,0.54053,-1.14131,-0.446411,0.713307,-1.14131,0.637966,0.553995,-1.14131,-0.966994,-3.17e-05,2.49114,83.482,0.855968,-0.313703,-0.802021,-2.51356,0.012057,0.0729927,0.0123573,0.496051,70.2722,0.975694,522.885,0.0249114,0.84727,60.8533,0.194956,183.499,2.43059,0,0.844209,-4.24058,-2.00611,
Yuksek,9.69996e+09,3.75704e+10,4.72703e+10,1.84898e+09,8.68993e+09,1.05389e+10,3.67314e+10,3.67314e+10,0,4.72703e+10,5.24611,20.5202,0.774388,0.200326,14.6308,208.88,189.499,51.0681,208.88,281.558,18.8287,208.88,10.8542,0.435949,28.6918,79.4798,1.02301,2.51746,2.77494,2.05404,0.0391151,0.190617,0.0503379,0.175443,1.32849,0.77705,752.951,0.286918,0.0519638,5.77913,3.94894,8.62865,22.295,0.163489,3.10972,-3.70856,-0.249331,
Yuksek,1.37965e+08,216368,1.38182e+08,5.18298e+06,77537,5.26052e+06,1.32921e+08,1.32921e+08,0,1.38182e+08,26.6189,99.8434,26.5347,0.00211404,1.1709,0,0,0,0,0,1.21724,0,1.46244,0,3.95762,0.156582,0.00162783,-0.213249,0.389897,2.60315,0.0375085,0.0375673,0.0389929,0.985261,0,0.96193,2206.3,0.0395762,0,0,0,0,3.80696,0,1.23173,-4.24217,-1.31758,
